Term,RGB
ecx 0FFFFFFFFh,"rgb(93, 198, 192)"
xor [ebp+var_4],"rgb(93, 197, 193)"
[ebp+var_24] 0,"rgb(93, 196, 194)"
ecx [esi],"rgb(93, 195, 195)"
edx [ebp+var_30],"rgb(93, 194, 196)"
push [ebp+var_10],"rgb(93, 193, 197)"
push 0Ch,"rgb(93, 192, 198)"
push [ebp+var_C],"rgb(93, 191, 199)"
eax [edx],"rgb(93, 190, 200)"
[ebp+var_2C] 1,"rgb(92, 200, 191)"
ptr [ecx+0Ch],"rgb(92, 199, 192)"
[ebp+var_38] 0,"rgb(92, 198, 193)"
call ds:LocalFree,"rgb(92, 197, 194)"
[ebp+var_34] eax,"rgb(92, 196, 195)"
esi [ebp+arg_4],"rgb(92, 195, 196)"
ptr [ebp-3Ch],"rgb(92, 194, 197)"
edx [ebp+var_34],"rgb(92, 193, 198)"
[ebp-8] eax,"rgb(92, 192, 199)"
eax [eax+ecx],"rgb(92, 191, 200)"
eax 1Eh,"rgb(91, 200, 192)"
eax 20h,"rgb(91, 199, 193)"
sub [ebp+var_10],"rgb(91, 198, 194)"
ebx [ebx],"rgb(91, 197, 195)"
edx [ecx+10h],"rgb(91, 196, 196)"
push [ebp+var_50],"rgb(91, 195, 197)"
[ebp+var_4] esi,"rgb(91, 194, 198)"
ptr [ebp-38h],"rgb(91, 193, 199)"
edx 0B8h,"rgb(91, 192, 200)"
call ds:FreeConsole,"rgb(90, 200, 193)"
xor [ebp+var_34],"rgb(90, 199, 194)"
or [ebp+var_34],"rgb(90, 198, 195)"
call ds:GlobalUnlock,"rgb(90, 197, 196)"
ptr [ebp-40h],"rgb(90, 196, 197)"
ptr [esi+18h],"rgb(90, 195, 198)"
ptr [ebp-58h],"rgb(90, 194, 199)"
eax [esi+8],"rgb(90, 193, 200)"
edx 2Eh,"rgb(89, 200, 194)"
ecx [ebp+var_70],"rgb(89, 199, 195)"
call sub_401755,"rgb(89, 198, 196)"
add [ebp+var_10],"rgb(89, 197, 197)"
eax [ebp+var_54],"rgb(89, 196, 198)"
ecx 1Eh,"rgb(89, 195, 199)"
edx [ecx+14h],"rgb(89, 194, 200)"
ptr [eax+0Ch],"rgb(88, 200, 195)"
mov [ecx+4],"rgb(88, 199, 196)"
short loc_401584,"rgb(88, 198, 197)"
eax 18h,"rgb(88, 197, 198)"
edx 0Bh,"rgb(88, 196, 199)"
edx 15h,"rgb(88, 195, 200)"
[ebp+var_8] ebx,"rgb(87, 200, 196)"
eax 0FFFFFFF4h,"rgb(87, 199, 197)"
[ebp+var_28] edx,"rgb(87, 198, 198)"
ecx 29h,"rgb(87, 197, 199)"
ecx [esi+4],"rgb(87, 196, 200)"
or [ebp+var_4],"rgb(86, 200, 197)"
[ebp+var_4] ebx,"rgb(86, 199, 198)"
[ecx] edi,"rgb(86, 198, 199)"
mov [ebp-14h],"rgb(86, 197, 200)"
2 dup(0),"rgb(85, 200, 198)"
cmp [eax],"rgb(85, 199, 199)"
mov [esi+8],"rgb(85, 198, 200)"
[ebp+var_24] 4,"rgb(84, 200, 199)"
add [ebp+var_20],"rgb(84, 199, 200)"
[edx] ecx,"rgb(83, 200, 200)"
ecx [ebp+var_78],"rgb(97, 200, 185)"
ecx 0Fh,"rgb(97, 199, 186)"
ptr [ecx+10h],"rgb(97, 198, 187)"
edi 0FFFFFFF4h,"rgb(97, 197, 188)"
mov [ebp-20h],"rgb(97, 196, 189)"
edx 0Eh,"rgb(97, 195, 190)"
mov [ebp-18h],"rgb(97, 194, 191)"
mov [ebx],"rgb(97, 193, 192)"
eax [ebp-14h],"rgb(97, 192, 193)"
edx [ecx+3Ch],"rgb(97, 191, 194)"
sub [ebp+var_14],"rgb(97, 190, 195)"
edx [ecx+20h],"rgb(97, 189, 196)"
eax [ebp+var_48],"rgb(97, 188, 197)"
and [ebp+var_8],"rgb(97, 187, 198)"
and [ebp+var_C],"rgb(97, 186, 199)"
or [ebp+var_18],"rgb(97, 185, 200)"
ptr [ebp-44h],"rgb(96, 200, 186)"
ecx 0FFFFFFF4h,"rgb(96, 199, 187)"
edx [ecx+1Ch],"rgb(96, 198, 188)"
ecx [ebp-0Ch],"rgb(96, 197, 189)"
[ebp+var_8] 5,"rgb(96, 196, 190)"
edx [ecx+60h],"rgb(96, 195, 191)"
ecx [ebp+var_44],"rgb(96, 194, 192)"
edx 18h,"rgb(96, 193, 193)"
edx 0Fh,"rgb(96, 192, 194)"
push 33h,"rgb(96, 191, 195)"
eax 0Dh,"rgb(96, 190, 196)"
ecx [eax+4],"rgb(96, 189, 197)"
ecx 1Ch,"rgb(96, 188, 198)"
ecx 1Bh,"rgb(96, 187, 199)"
[ebp+var_18] 29h,"rgb(96, 186, 200)"
or [ebp+var_14],"rgb(95, 200, 187)"
edx 6,"rgb(95, 199, 188)"
edx [ecx+30h],"rgb(95, 198, 189)"
ecx [eax+8],"rgb(95, 197, 190)"
[edx] eax,"rgb(95, 196, 191)"
call ds:CloseHandle,"rgb(95, 195, 192)"
call ds:LoadLibraryExA,"rgb(95, 194, 193)"
sub [ebp+var_20],"rgb(95, 193, 194)"
edx 3,"rgb(95, 192, 195)"
offset GetTickCount,"rgb(95, 191, 196)"
[ebp+var_28] ecx,"rgb(95, 190, 197)"
[ebp+var_8] 2Bh,"rgb(95, 189, 198)"
eax [esi+0Ch],"rgb(95, 188, 199)"
push 76h,"rgb(95, 187, 200)"
mov [eax+8],"rgb(94, 200, 188)"
ecx 17h,"rgb(94, 199, 189)"
ptr [eax+18h],"rgb(94, 198, 190)"
ptr [esi+10h],"rgb(94, 197, 191)"
sub [ebp+var_2C],"rgb(94, 196, 192)"
[ebp+var_4] edi,"rgb(94, 195, 193)"
[ebp+var_14] 14h,"rgb(94, 194, 194)"
ecx 0Eh,"rgb(94, 193, 195)"
edx 14h,"rgb(94, 192, 196)"
xor [ebp+var_14],"rgb(94, 191, 197)"
ecx 9,"rgb(94, 190, 198)"
push 6,"rgb(94, 189, 199)"
edx 7,"rgb(94, 188, 200)"
add [ebp+var_2C],"rgb(93, 200, 189)"
edi [ebp+arg_4],"rgb(93, 199, 190)"
push [ebp+var_24],"rgb(93, 198, 191)"
esi 0FFFFFFF4h,"rgb(93, 197, 192)"
or [ebp+var_8],"rgb(93, 196, 193)"
and esp,"rgb(93, 195, 194)"
edx [ebp+var_40],"rgb(93, 194, 195)"
sub [ebp+var_1C],"rgb(93, 193, 196)"
[ebp+var_8] esi,"rgb(93, 192, 197)"
ptr [ebp-4Ch],"rgb(93, 191, 198)"
call sub_401978,"rgb(93, 190, 199)"
[ebp+var_34] ecx,"rgb(93, 189, 200)"
call sub_401669,"rgb(92, 200, 190)"
ecx [ebp+var_4C],"rgb(92, 199, 191)"
add [ebp+var_1C],"rgb(92, 198, 192)"
eax 15h,"rgb(92, 197, 193)"
call ds:FindAtomA,"rgb(92, 196, 194)"
push [ebp+var_40],"rgb(92, 195, 195)"
[eax] ebx,"rgb(92, 194, 196)"
ptr [ecx+50h],"rgb(92, 193, 197)"
push 20h,"rgb(92, 192, 198)"
edx [eax+3Bh],"rgb(92, 191, 199)"
call sub_401CF4,"rgb(92, 190, 200)"
ptr [edx+0Ch],"rgb(91, 200, 191)"
push 14h,"rgb(91, 199, 192)"
[eax] esi,"rgb(91, 198, 193)"
ptr [esi+14h],"rgb(91, 197, 194)"
ebp eax,"rgb(91, 196, 195)"
call sub_401C75,"rgb(91, 195, 196)"
eax [ebp+var_50],"rgb(91, 194, 197)"
short loc_40176B,"rgb(91, 193, 198)"
short loc_4016D3,"rgb(91, 192, 199)"
ptr [ecx+18h],"rgb(91, 191, 200)"
eax [eax+ecx+28h],"rgb(90, 200, 192)"
add [ebp+var_14],"rgb(90, 199, 193)"
eax 1Dh,"rgb(90, 198, 194)"
[eax] edi,"rgb(90, 197, 195)"
[ebp+var_1C] 3,"rgb(90, 196, 196)"
short loc_4018A3,"rgb(90, 195, 197)"
short loc_401C53,"rgb(90, 194, 198)"
[ebp+var_8] 0Ah,"rgb(90, 193, 199)"
ptr [ecx+14h],"rgb(90, 192, 200)"
edx 16h,"rgb(89, 200, 193)"
[ebp+var_20] 2,"rgb(89, 199, 194)"
[ebp+var_C] ebx,"rgb(89, 198, 195)"
edx [eax+0Ch],"rgb(89, 197, 196)"
[ebp+var_C] 11h,"rgb(89, 196, 197)"
[ebp+var_8] edi,"rgb(89, 195, 198)"
[ebp+var_10] 0Fh,"rgb(89, 194, 199)"
short loc_4016CB,"rgb(89, 193, 200)"
short loc_401C71,"rgb(88, 200, 194)"
eax [ecx+0Ch],"rgb(88, 199, 195)"
and [ebp+var_10],"rgb(88, 198, 196)"
[ebp+var_4] 48h,"rgb(88, 197, 197)"
[ebp+var_30] 2Ch,"rgb(88, 196, 198)"
[ebp+var_38] ecx,"rgb(88, 195, 199)"
[ebp+var_10] 0Dh,"rgb(88, 194, 200)"
[ebp+var_4C] eax,"rgb(87, 200, 195)"
short loc_4017C7,"rgb(87, 199, 196)"
[ebp+var_C] 56h,"rgb(87, 198, 197)"
[ebp+var_C] 50h,"rgb(87, 197, 198)"
[ebp+var_10] 67h,"rgb(87, 196, 199)"
short loc_401BF9,"rgb(87, 195, 200)"
[ebp+var_34] 0Fh,"rgb(86, 200, 196)"
add [eax],"rgb(86, 199, 197)"
[ebp+var_18] 68h,"rgb(86, 198, 198)"
sub [ebp+var_28],"rgb(86, 197, 199)"
short loc_401746,"rgb(86, 196, 200)"
eax [ebp-1Ch],"rgb(85, 200, 197)"
short loc_401810,"rgb(85, 199, 198)"
[ebp+var_18] 7Ch,"rgb(85, 198, 199)"
or [ebp+var_30],"rgb(85, 197, 200)"
short loc_401D4F,"rgb(84, 200, 198)"
short loc_401BC6,"rgb(84, 199, 199)"
[ebp+var_34] 7Bh,"rgb(84, 198, 200)"
edi [ecx],"rgb(83, 200, 199)"
short loc_4017FF,"rgb(83, 199, 200)"
edx 15E9h,"rgb(82, 200, 200)"
edx 327Ah,"rgb(97, 200, 184)"
short loc_4062AE,"rgb(97, 199, 185)"
edx 2B90h,"rgb(97, 198, 186)"
[ebp+var_44] eax,"rgb(97, 197, 187)"
ecx 189Bh,"rgb(97, 196, 188)"
ecx 0D325h,"rgb(97, 195, 189)"
short loc_4016EF,"rgb(97, 194, 190)"
eax 6667h,"rgb(97, 193, 191)"
push 40h,"rgb(97, 192, 192)"
call ds:lstrlenA,"rgb(97, 191, 193)"
ecx [ebp-8],"rgb(97, 190, 194)"
esi 2,"rgb(97, 189, 195)"
[edi] 0,"rgb(97, 188, 196)"
[ebp-1Ch] eax,"rgb(97, 187, 197)"
rol dword,"rgb(97, 186, 198)"
ecx [ebp+var_48],"rgb(97, 185, 199)"
eax [ebp+var_4C],"rgb(97, 184, 200)"
call sub_401000,"rgb(96, 200, 185)"
ptr [eax+70h],"rgb(96, 199, 186)"
ptr [eax+60h],"rgb(96, 198, 187)"
[ebp+var_1C] esi,"rgb(96, 197, 188)"
esi [ebp+var_14],"rgb(96, 196, 189)"
push 0Ah,"rgb(96, 195, 190)"
ebx 0FFFFFFF4h,"rgb(96, 194, 191)"
[ebp+var_18] esi,"rgb(96, 193, 192)"
add [ebp+var_24],"rgb(96, 192, 193)"
[ebp+var_18] ebx,"rgb(96, 191, 194)"
ecx [edx+18h],"rgb(96, 190, 195)"
esi [eax],"rgb(96, 189, 196)"
[edi] eax,"rgb(96, 188, 197)"
esi 1,"rgb(96, 187, 198)"
[ebp+var_38] edx,"rgb(96, 186, 199)"
and [ebp+var_18],"rgb(96, 185, 200)"
neg ecx,"rgb(95, 200, 186)"
eax 14h,"rgb(95, 199, 187)"
edx [esi],"rgb(95, 198, 188)"
esi [ebp+var_C],"rgb(95, 197, 189)"
xor [ebp+var_8],"rgb(95, 196, 190)"
sub cl,"rgb(95, 195, 191)"
[esi+4] eax,"rgb(95, 194, 192)"
push [ebp+var_38],"rgb(95, 193, 193)"
or [eax],"rgb(95, 192, 194)"
ptr [edx+4],"rgb(95, 191, 195)"
eax 5,"rgb(95, 190, 196)"
or [ebp+var_10],"rgb(95, 189, 197)"
[ebp+var_C] esi,"rgb(95, 188, 198)"
[ebp+var_10] ebx,"rgb(95, 187, 199)"
xor dl,"rgb(95, 186, 200)"
eax 40h,"rgb(94, 200, 187)"
ecx [eax+14h],"rgb(94, 199, 188)"
edx 1Eh,"rgb(94, 198, 189)"
mov [ebp-28h],"rgb(94, 197, 190)"
ebx [ebp+arg_4],"rgb(94, 196, 191)"
[ebp-10h] eax,"rgb(94, 195, 192)"
add [ecx],"rgb(94, 194, 193)"
ptr [ebp-54h],"rgb(94, 193, 194)"
and [ebp+var_1C],"rgb(94, 192, 195)"
ecx [ebp-14h],"rgb(94, 191, 196)"
mov [eax+0Ch],"rgb(94, 190, 197)"
ecx [ebp+var_58],"rgb(94, 189, 198)"
mov [esi+0Ch],"rgb(94, 188, 199)"
ptr [ecx+1Ch],"rgb(94, 187, 200)"
add [ebp+var_28],"rgb(93, 200, 188)"
xor [ebp+var_10],"rgb(93, 199, 189)"
[eax+4] ecx,"rgb(93, 198, 190)"
neg edx,"rgb(93, 197, 191)"
[ebp+var_1C] ebx,"rgb(93, 196, 192)"
xor cl,"rgb(93, 195, 193)"
[ebp-0Ch] eax,"rgb(93, 194, 194)"
neg esi,"rgb(93, 193, 195)"
edx [eax+24h],"rgb(93, 192, 196)"
esi [ebp+var_4],"rgb(93, 191, 197)"
push 0Dh,"rgb(93, 190, 198)"
[ebp+var_18] edi,"rgb(93, 189, 199)"
ebx [ebp+var_8],"rgb(93, 188, 200)"
esi [edi],"rgb(92, 200, 189)"
esi [ecx],"rgb(92, 199, 190)"
call ds:GetConsoleCP,"rgb(92, 198, 191)"
push [ebp+var_3C],"rgb(92, 197, 192)"
eax [ecx+10h],"rgb(92, 196, 193)"
ebx 1,"rgb(92, 195, 194)"
mov [ecx+8],"rgb(92, 194, 195)"
ah 30h,"rgb(92, 193, 196)"
and [ebp+var_14],"rgb(92, 192, 197)"
jmp ds:GetModuleHandleA,"rgb(92, 191, 198)"
ptr [esi+1Ch],"rgb(92, 190, 199)"
jmp ds:lstrlenW,"rgb(92, 189, 200)"
short loc_401966,"rgb(91, 200, 190)"
mov [ebp-24h],"rgb(91, 199, 191)"
jmp ds:GetCurrentThreadId,"rgb(91, 198, 192)"
[ebp+var_14] ebx,"rgb(91, 197, 193)"
ecx [esi+8],"rgb(91, 196, 194)"
edi [eax],"rgb(91, 195, 195)"
edx [ebp+var_44],"rgb(91, 194, 196)"
[ebp+var_3C] ecx,"rgb(91, 193, 197)"
ptr [esi+28h],"rgb(91, 192, 198)"
esi [ebp+var_8],"rgb(91, 191, 199)"
ecx [ebp-18h],"rgb(91, 190, 200)"
jmp ds:SetFocus,"rgb(90, 200, 191)"
[ebp+var_20] esi,"rgb(90, 199, 192)"
ptr [edi+8],"rgb(90, 198, 193)"
xor bl,"rgb(90, 197, 194)"
push 7,"rgb(90, 196, 195)"
[esi] edi,"rgb(90, 195, 196)"
ptr [edi+4],"rgb(90, 194, 197)"
esp 0FFFFFFF8h,"rgb(90, 193, 198)"
jmp ds:CloseHandle,"rgb(90, 192, 199)"
jmp ds:GetStdHandle,"rgb(90, 191, 200)"
push 9,"rgb(89, 200, 192)"
offset GetCommandLineA,"rgb(89, 199, 193)"
ptr [esi+20h],"rgb(89, 198, 194)"
call sub_401767,"rgb(89, 197, 195)"
ebx [ebp+var_C],"rgb(89, 196, 196)"
edx [edi],"rgb(89, 195, 197)"
jmp ds:ReleaseMutex,"rgb(89, 194, 198)"
sub [ebp+var_24],"rgb(89, 193, 199)"
jmp ds:SetLastError,"rgb(89, 192, 200)"
edx [ebp-4],"rgb(88, 200, 193)"
eax [esi+10h],"rgb(88, 199, 194)"
xor [ebp+var_C],"rgb(88, 198, 195)"
[ebp+var_50] eax,"rgb(88, 197, 196)"
mov [ebp-2Ch],"rgb(88, 196, 197)"
[ebp+var_10] esi,"rgb(88, 195, 198)"
ptr [ebx+4],"rgb(88, 194, 199)"
ptr [eax+30h],"rgb(88, 193, 200)"
al bl,"rgb(87, 200, 194)"
xor [ebp+var_18],"rgb(87, 199, 195)"
jmp ds:GlobalUnlock,"rgb(87, 198, 196)"
jmp ds:IsWindow,"rgb(87, 197, 197)"
[ebp+var_30] edx,"rgb(87, 196, 198)"
[ebp+var_C] edi,"rgb(87, 195, 199)"
jmp ds:GetProcessHeap,"rgb(87, 194, 200)"
and bh,"rgb(86, 200, 195)"
push 18h,"rgb(86, 199, 196)"
and [ebp+var_20],"rgb(86, 198, 197)"
eax [ecx+24h],"rgb(86, 197, 198)"
sub ebp,"rgb(86, 196, 199)"
jmp ds:TlsGetValue,"rgb(86, 195, 200)"
jmp ds:GetDC,"rgb(85, 200, 196)"
ptr [edx+ecx*2],"rgb(85, 199, 197)"
eax [ebp-18h],"rgb(85, 198, 198)"
eax [ecx+14h],"rgb(85, 197, 199)"
mov [ebp-30h],"rgb(85, 196, 200)"
ptr [eax+3Ch],"rgb(84, 200, 197)"
[ebp-20h] eax,"rgb(84, 199, 198)"
eax 28h,"rgb(84, 198, 199)"
short loc_401940,"rgb(84, 197, 200)"
eax [ebp+var_58],"rgb(83, 200, 198)"
[ebp+var_48] eax,"rgb(83, 199, 199)"
esi [ebp+var_18],"rgb(83, 198, 200)"
[ebp+var_4C] 0,"rgb(82, 200, 199)"
esi [ebx],"rgb(82, 199, 200)"
eax [ebp-20h],"rgb(81, 200, 200)"
3 dup(0),"rgb(97, 200, 183)"
[ebp+var_4] 4Bh,"rgb(97, 199, 184)"
push 0Bh,"rgb(97, 198, 185)"
and bl,"rgb(97, 197, 186)"
and cl,"rgb(97, 196, 187)"
[ebp+var_18] 4,"rgb(97, 195, 188)"
ptr [esi+24h],"rgb(97, 194, 189)"
jmp ds:DeleteAtom,"rgb(97, 193, 190)"
ptr [eax+34h],"rgb(97, 192, 191)"
sub dl,"rgb(97, 191, 192)"
[ebp+var_20] ebx,"rgb(97, 190, 193)"
edx [ebp-8],"rgb(97, 189, 194)"
eax 0Ch,"rgb(97, 188, 195)"
xor esp,"rgb(97, 187, 196)"
ptr [ebp-48h],"rgb(97, 186, 197)"
ecx [ebx],"rgb(97, 185, 198)"
jmp ds:GlobalFree,"rgb(97, 184, 199)"
esi 8,"rgb(97, 183, 200)"
or [ebp+var_28],"rgb(96, 200, 184)"
[ebp-14h] eax,"rgb(96, 199, 185)"
ptr [esi+64h],"rgb(96, 198, 186)"
cl 0A0h,"rgb(96, 197, 187)"
eax [ebp-2Ch],"rgb(96, 196, 188)"
sar dword,"rgb(96, 195, 189)"
shr ebx,"rgb(96, 194, 190)"
ptr [ecx+24h],"rgb(96, 193, 191)"
mov [ecx+0Ch],"rgb(96, 192, 192)"
eax [ebp+var_68],"rgb(96, 191, 193)"
and [eax],"rgb(96, 190, 194)"
shl dword,"rgb(96, 189, 195)"
[ebp+var_34] edx,"rgb(96, 188, 196)"
or [ebp+var_20],"rgb(96, 187, 197)"
[esi+8] eax,"rgb(96, 186, 198)"
ecx [eax+3Bh],"rgb(96, 185, 199)"
eax 1Fh,"rgb(96, 184, 200)"
ptr [ecx+28h],"rgb(95, 200, 185)"
edi [ebp+var_C],"rgb(95, 199, 186)"
ptr [ebp-50h],"rgb(95, 198, 187)"
ecx [esi+0Ch],"rgb(95, 197, 188)"
dl al,"rgb(95, 196, 189)"
[edi] esi,"rgb(95, 195, 190)"
eax [esi+18h],"rgb(95, 194, 191)"
[ebp+var_44] 1,"rgb(95, 193, 192)"
[ebp+var_10] edi,"rgb(95, 192, 193)"
eax [ebp-24h],"rgb(95, 191, 194)"
ptr [esi+2Ch],"rgb(95, 190, 195)"
edi [esi],"rgb(95, 189, 196)"
edi 0FFFFFFFCh,"rgb(95, 188, 197)"
[ebp+var_2C] ebx,"rgb(95, 187, 198)"
[ebp+var_1C] edi,"rgb(95, 186, 199)"
ptr [eax+edx*2],"rgb(95, 185, 200)"
ptr [eax+20h],"rgb(94, 200, 186)"
[ebp+var_14] esi,"rgb(94, 199, 187)"
ptr [ecx+20h],"rgb(94, 198, 188)"
edx [ebp+var_48],"rgb(94, 197, 189)"
xor [ebp+var_20],"rgb(94, 196, 190)"
ptr [esi+44h],"rgb(94, 195, 191)"
or [ebp+var_24],"rgb(94, 194, 192)"
edx [ebp+var_4C],"rgb(94, 193, 193)"
edx [esi+4],"rgb(94, 192, 194)"
[eax] ah,"rgb(94, 191, 195)"
[eax] eax,"rgb(94, 190, 196)"
or [ebp+var_1C],"rgb(94, 189, 197)"
ecx [ebp+var_68],"rgb(94, 188, 198)"
xor [ebp+var_1C],"rgb(94, 187, 199)"
[ebp+var_20] edi,"rgb(94, 186, 200)"
sub [ebp+var_40],"rgb(93, 200, 187)"
ebx [ebp+var_10],"rgb(93, 199, 188)"
edi [ebx],"rgb(93, 198, 189)"
ptr [edi+0Ch],"rgb(93, 197, 190)"
edi [ebp+var_8],"rgb(93, 196, 191)"
[ebx] eax,"rgb(93, 195, 192)"
ptr [ebx+8],"rgb(93, 194, 193)"
[ebp+var_14] edi,"rgb(93, 193, 194)"
mov [esi+14h],"rgb(93, 192, 195)"
push 30h,"rgb(93, 191, 196)"
ebx [ebp+var_4],"rgb(93, 190, 197)"
edi 1,"rgb(93, 189, 198)"
edi esp,"rgb(93, 188, 199)"
eax [ecx+4],"rgb(93, 187, 200)"
eax 0FFFFFFFCh,"rgb(92, 200, 188)"
ecx [ebp-20h],"rgb(92, 199, 189)"
sar byte,"rgb(92, 198, 190)"
ptr [esi+34h],"rgb(92, 197, 191)"
esi 3,"rgb(92, 196, 192)"
eax 0Ah,"rgb(92, 195, 193)"
call ds:IsBadCodePtr,"rgb(92, 194, 194)"
edi [ebp+var_10],"rgb(92, 193, 195)"
ptr [esi+3Ch],"rgb(92, 192, 196)"
ebx [ebp+var_14],"rgb(92, 191, 197)"
ptr [eax+24h],"rgb(92, 190, 198)"
esi [ebp+var_24],"rgb(92, 189, 199)"
add [ebp+var_30],"rgb(92, 188, 200)"
[ebp+var_18] 1,"rgb(91, 200, 189)"
[ebp+var_2C] esi,"rgb(91, 199, 190)"
ptr [esp],"rgb(91, 198, 191)"
esi [ebp+var_1C],"rgb(91, 197, 192)"
esi [ebp+var_10],"rgb(91, 196, 193)"
eax [ebp+var_60],"rgb(91, 195, 194)"
ptr [esi+54h],"rgb(91, 194, 195)"
[ebp-4] ebx,"rgb(91, 193, 196)"
xor [ecx],"rgb(91, 192, 197)"
sal dword,"rgb(91, 191, 198)"
ebx [ebp+var_1C],"rgb(91, 190, 199)"
and [ebp+var_24],"rgb(91, 189, 200)"
mov [ebp-34h],"rgb(90, 200, 190)"
ror dword,"rgb(90, 199, 191)"
ptr [edx+18h],"rgb(90, 198, 192)"
push 3Ch,"rgb(90, 197, 193)"
ptr [eax+28h],"rgb(90, 196, 194)"
[ecx] 0,"rgb(90, 195, 195)"
edx 5,"rgb(90, 194, 196)"
ecx [edx+0Ch],"rgb(90, 193, 197)"
ptr [esi+48h],"rgb(90, 192, 198)"
ecx 0Dh,"rgb(90, 191, 199)"
call ds:SetFocus,"rgb(90, 190, 200)"
ptr [esi+40h],"rgb(89, 200, 191)"
[ebp+var_24] esi,"rgb(89, 199, 192)"
ptr [esi+38h],"rgb(89, 198, 193)"
edi [ebp+var_18],"rgb(89, 197, 194)"
inc byte,"rgb(89, 196, 195)"
[ebp-18h] eax,"rgb(89, 195, 196)"
dl [eax],"rgb(89, 194, 197)"
and [ebp+var_30],"rgb(89, 193, 198)"
call sub_401975,"rgb(89, 192, 199)"
[ebp+var_58] eax,"rgb(89, 191, 200)"
ecx [ebp+var_60],"rgb(88, 200, 192)"
ecx [ebp-1Ch],"rgb(88, 199, 193)"
ptr [ecx+70h],"rgb(88, 198, 194)"
dl [ecx],"rgb(88, 197, 195)"
[ebp+var_40] edx,"rgb(88, 196, 196)"
add [ebp+var_40],"rgb(88, 195, 197)"
[eax+0Ch] ecx,"rgb(88, 194, 198)"
ptr [edx+60h],"rgb(88, 193, 199)"
ptr [edi+10h],"rgb(88, 192, 200)"
push 0Eh,"rgb(87, 200, 193)"
and dl,"rgb(87, 199, 194)"
ptr [eax+38h],"rgb(87, 198, 195)"
eax 6,"rgb(87, 197, 196)"
edi [ebp+var_20],"rgb(87, 196, 197)"
eax [edi+4],"rgb(87, 195, 198)"
ptr [esi+30h],"rgb(87, 194, 199)"
ebx [ebp+var_18],"rgb(87, 193, 200)"
xor ch,"rgb(86, 200, 194)"
esi [ebp+var_20],"rgb(86, 199, 195)"
ecx [ebp+var_84],"rgb(86, 198, 196)"
esi 0FFFFFFFFh,"rgb(86, 197, 197)"
ptr [esi+0C8h],"rgb(86, 196, 198)"
call ds:GetProcessHeap,"rgb(86, 195, 199)"
ah 45h,"rgb(86, 194, 200)"
push 16h,"rgb(85, 200, 195)"
edi [ebp+var_14],"rgb(85, 199, 196)"
[ebp+var_28] ebx,"rgb(85, 198, 197)"
xor bh,"rgb(85, 197, 198)"
esi 0FFFFFFFCh,"rgb(85, 196, 199)"
ptr [edx+10h],"rgb(85, 195, 200)"
mov [esi+10h],"rgb(84, 200, 196)"
push 64h,"rgb(84, 199, 197)"
short loc_4015C0,"rgb(84, 198, 198)"
xor [ebp+var_30],"rgb(84, 197, 199)"
ptr [esi+58h],"rgb(84, 196, 200)"
edx [eax+4],"rgb(83, 200, 197)"
ebx [eax],"rgb(83, 199, 198)"
xor [ebp+var_2C],"rgb(83, 198, 199)"
ecx [ebp-28h],"rgb(83, 197, 200)"
add [ebp+var_34],"rgb(82, 200, 198)"
mul dword,"rgb(82, 199, 199)"
ptr [ecx+2Ch],"rgb(82, 198, 200)"
push 0FFFFFFFCh,"rgb(81, 200, 199)"
eax [ebp-28h],"rgb(81, 199, 200)"
sal byte,"rgb(80, 200, 200)"
eax [esi+1Ch],"rgb(97, 200, 182)"
rol byte,"rgb(97, 199, 183)"
edi [edx],"rgb(97, 198, 184)"
and [ebp+var_28],"rgb(97, 197, 185)"
ptr [ebx+0Ch],"rgb(97, 196, 186)"
[ebp+var_28] esi,"rgb(97, 195, 187)"
eax 0FFFFFFFEh,"rgb(97, 194, 188)"
ptr [eax+2Ch],"rgb(97, 193, 189)"
edx [ebp-0Ch],"rgb(97, 192, 190)"
edx [ebp-10h],"rgb(97, 191, 191)"
ptr [edi+14h],"rgb(97, 190, 192)"
call ds:LoadLibraryA,"rgb(97, 189, 193)"
or ah,"rgb(97, 188, 194)"
ptr [esi+4Ch],"rgb(97, 187, 195)"
ptr [ebx+64h],"rgb(97, 186, 196)"
ptr [ecx+44h],"rgb(97, 185, 197)"
[ebp+arg_4] ecx,"rgb(97, 184, 198)"
eax [esi+14h],"rgb(97, 183, 199)"
ecx 0FFFFFFFCh,"rgb(97, 182, 200)"
eax [ecx+3Ch],"rgb(96, 200, 183)"
edi [ebp+var_4],"rgb(96, 199, 184)"
short loc_401C9D,"rgb(96, 198, 185)"
short loc_40196B,"rgb(96, 197, 186)"
ptr [esi+6Ch],"rgb(96, 196, 187)"
ptr [edx+14h],"rgb(96, 195, 188)"
call ds:WaitForMultipleObjects,"rgb(96, 194, 189)"
[ebp+var_24] edi,"rgb(96, 193, 190)"
edi 2,"rgb(96, 192, 191)"
short loc_40171B,"rgb(96, 191, 192)"
ptr [ecx+30h],"rgb(96, 190, 193)"
push 1Ch,"rgb(96, 189, 194)"
and [ecx],"rgb(96, 188, 195)"
short loc_401CFE,"rgb(96, 187, 196)"
edx [ebp+var_50],"rgb(96, 186, 197)"
[ebp-4] esi,"rgb(96, 185, 198)"
[ebp+var_58] 0,"rgb(96, 184, 199)"
ptr [ebx+14h],"rgb(96, 183, 200)"
sub bh,"rgb(95, 200, 184)"
