Term,RGB
ecx [ebp+var_EC],"rgb(93, 130, 120)"
ecx [esp+48h+var_C],"rgb(92, 140, 111)"
sar cl,"rgb(92, 139, 112)"
edx [edi+1],"rgb(92, 138, 113)"
[ebp+arg_0] bl,"rgb(92, 137, 114)"
esi 60h,"rgb(92, 136, 115)"
call ds:UnmapViewOfFile,"rgb(92, 135, 116)"
[ebp+var_8] 8,"rgb(92, 134, 117)"
edi 94h,"rgb(92, 133, 118)"
fcmovbe st,"rgb(92, 132, 119)"
eax [esi+134h],"rgb(92, 131, 120)"
push 46h,"rgb(91, 140, 112)"
[ebp+arg_14] ecx,"rgb(91, 139, 113)"
edx [ebp+var_1A],"rgb(91, 138, 114)"
[ebp+var_1A+2] 7FFFFFFFh,"rgb(91, 137, 115)"
[ebp+var_A8] 0,"rgb(91, 136, 116)"
call sub_405C80,"rgb(91, 135, 117)"
mov [esi+0F8h],"rgb(91, 134, 118)"
[ebp+var_148] eax,"rgb(91, 133, 119)"
add [ebp+cbMultiByte],"rgb(91, 132, 120)"
[ebp+var_70] ebx,"rgb(90, 140, 113)"
edx [ebp+CodePage],"rgb(90, 139, 114)"
ecx [ecx+eax],"rgb(90, 138, 115)"
ptr [ecx+194h],"rgb(90, 137, 116)"
[esp+50h+var_4] 0,"rgb(90, 136, 117)"
call sub_10001B20,"rgb(90, 135, 118)"
[esi+80h] eax,"rgb(90, 134, 119)"
ptr [eax-3],"rgb(90, 133, 120)"
[esp+20h+var_4] ebx,"rgb(120, 132, 90)"
[ebp-28h] edi,"rgb(120, 131, 91)"
push [ebp+cchData],"rgb(120, 130, 92)"
cmp [ebp+78h+VersionInformation.dwMajorVersion],"rgb(120, 129, 93)"
eax [ecx-0Ch],"rgb(120, 128, 94)"
[ebp+MultiByteStr] dl,"rgb(120, 127, 95)"
[ebp-4] 0Bh,"rgb(120, 126, 96)"
push [ebp+var_208],"rgb(120, 125, 97)"
eax [ebp-0B0h],"rgb(120, 124, 98)"
[eax] bh,"rgb(120, 123, 99)"
mov [eax+108h],"rgb(120, 122, 100)"
ptr [ecx+8Ch],"rgb(120, 121, 101)"
edi [edi+eax+1],"rgb(120, 120, 102)"
call ds:PostQuitMessage,"rgb(120, 119, 103)"
esi 3FFEh,"rgb(120, 118, 104)"
[edi+18h] edx,"rgb(120, 117, 105)"
ptr [ecx+27h],"rgb(120, 116, 106)"
[esp+18h+arg_0] eax,"rgb(120, 115, 107)"
cmp [ebp+var_19],"rgb(120, 114, 108)"
[eax-4] edx,"rgb(120, 113, 109)"
mov [eax+ecx+4],"rgb(120, 112, 110)"
[ebp+var_1] cl,"rgb(120, 111, 111)"
call ds:CreateSolidBrush,"rgb(120, 110, 112)"
ecx [ebp+NumberOfBytesRead],"rgb(119, 133, 90)"
[esp+0Ch+var_4] 0,"rgb(119, 132, 91)"
call ds:GetLocaleInfoW,"rgb(119, 131, 92)"
eax 0FFFFEBB0h,"rgb(119, 130, 93)"
dl [eax-3],"rgb(119, 129, 94)"
esi [edx+ecx],"rgb(119, 128, 95)"
eax [ebp+SecurityAttributes],"rgb(119, 127, 96)"
[eax+40h] edx,"rgb(119, 126, 97)"
80008h 1080244h,"rgb(119, 125, 98)"
ptr [eax+ecx+4],"rgb(119, 124, 99)"
esi ds:RegCloseKey,"rgb(119, 123, 100)"
esi [ecx+edx],"rgb(119, 122, 101)"
ecx [esp+0Ch+var_8],"rgb(119, 121, 102)"
[esp+28h+var_10] eax,"rgb(119, 120, 103)"
ebx 7Fh,"rgb(119, 119, 104)"
cl 66h,"rgb(119, 118, 105)"
[ebp+var_5C] 1,"rgb(119, 117, 106)"
cx [ebp+arg_4],"rgb(119, 116, 107)"
eax [eax+esi],"rgb(119, 115, 108)"
[ebp+var_68] esi,"rgb(119, 114, 109)"
mul ebp,"rgb(119, 113, 110)"
eax [esp+50h+var_40],"rgb(119, 112, 111)"
xmm1 xmm2,"rgb(119, 111, 112)"
ptr [ebp-104h],"rgb(119, 110, 113)"
[ebp+0Ch] 2,"rgb(118, 134, 90)"
di bx,"rgb(118, 133, 91)"
[eax+6] 0,"rgb(118, 132, 92)"
eax [ebp+WndClass],"rgb(118, 131, 93)"
[esp+arg_C] eax,"rgb(118, 130, 94)"
ptr [ecx+0A4h],"rgb(118, 129, 95)"
cl [eax+ebx],"rgb(118, 128, 96)"
eax [esp+3Ch+var_C],"rgb(118, 127, 97)"
call fgetc,"rgb(118, 126, 98)"
[eax+18h] edi,"rgb(118, 125, 99)"
al 56h,"rgb(118, 124, 100)"
mov [esp+58h+var_4],"rgb(118, 123, 101)"
edi 0FFFFF000h,"rgb(118, 122, 102)"
[ebp+var_D8] eax,"rgb(118, 121, 103)"
[ebp+var_4] 16h,"rgb(118, 120, 104)"
ptr [ebp-0D0h],"rgb(118, 119, 105)"
mov [ebp+hFindFile],"rgb(118, 118, 106)"
ebx [esi+edx],"rgb(118, 117, 107)"
dup(1) 2,"rgb(118, 116, 108)"
eax [ecx+edx*2],"rgb(118, 115, 109)"
edi large,"rgb(118, 114, 110)"
short loc_403E82,"rgb(118, 113, 111)"
eax hLibModule,"rgb(118, 112, 112)"
ecx [esp+40h+var_30],"rgb(118, 111, 113)"
push 3F1h,"rgb(118, 110, 114)"
ecx [esp+58h+var_34],"rgb(117, 135, 90)"
ecx [ebp+var_228],"rgb(117, 134, 91)"
inc [ebp+nNumberOfBytesToRead],"rgb(117, 133, 92)"
eax [ebp+var_138],"rgb(117, 132, 93)"
[esi+0Ch] 10Ch,"rgb(117, 131, 94)"
[esi+2] ax,"rgb(117, 130, 95)"
[esi+10h] al,"rgb(117, 129, 96)"
cx 7FFFh,"rgb(117, 128, 97)"
Locale ebx,"rgb(117, 127, 98)"
ebp [esp+14h+arg_0],"rgb(117, 126, 99)"
ecx [ebp+var_B8],"rgb(117, 125, 100)"
ecx [ebp+var_424],"rgb(117, 124, 101)"
eax 98h,"rgb(117, 123, 102)"
eax [eax+5Ch],"rgb(117, 122, 103)"
[esp+34h+var_4] 2,"rgb(117, 121, 104)"
ptr [eax+2Dh],"rgb(117, 120, 105)"
[ebp+var_218] esi,"rgb(117, 119, 106)"
edx 81h,"rgb(117, 118, 107)"
mov [esp+44h+var_10],"rgb(117, 117, 108)"
call ?DDX_Control@@YGXPAVCDataExchange@@HAAVCWnd@@@Z,"rgb(117, 116, 109)"
edx [edx+ecx],"rgb(117, 115, 110)"
dl [ebp+var_1],"rgb(117, 114, 111)"
ptr [ebx+0F8h],"rgb(117, 113, 112)"
inc dl,"rgb(117, 112, 113)"
fstp [ebp+var_20],"rgb(117, 111, 114)"
esi ds:lstrcmpiA,"rgb(117, 110, 115)"
[ebx+48h] 0,"rgb(116, 136, 90)"
eax [ebp-108h],"rgb(116, 135, 91)"
mov [eax+ebx],"rgb(116, 134, 92)"
push [esp+4+dwBytes],"rgb(116, 133, 93)"
[edi+24h] eax,"rgb(116, 132, 94)"
call ds:_llseek,"rgb(116, 131, 95)"
[ecx] dh,"rgb(116, 130, 96)"
[edi] 4,"rgb(116, 129, 97)"
mov [ebp+dwDisposition],"rgb(116, 128, 98)"
[ebp+var_10] 8,"rgb(116, 127, 99)"
ecx 74h,"rgb(116, 126, 100)"
ptr [ebp-208h],"rgb(116, 125, 101)"
edx [esp+28h+var_10],"rgb(116, 124, 102)"
ecx [edi+40h],"rgb(116, 123, 103)"
ecx [eax+5Ch],"rgb(116, 122, 104)"
esi [esp+2Ch+arg_0],"rgb(116, 121, 105)"
mov [esp+3Ch+var_14],"rgb(116, 120, 106)"
[ebp+var_D0] eax,"rgb(116, 119, 107)"
[esi+24h] 1,"rgb(116, 118, 108)"
cmp [esi+44h],"rgb(116, 117, 109)"
esp 160h,"rgb(116, 116, 110)"
edx 1Bh,"rgb(116, 115, 111)"
esp 1A8h,"rgb(116, 114, 112)"
esi [edx+edx*2],"rgb(116, 113, 113)"
edi 0Dh,"rgb(116, 112, 114)"
call sub_409030,"rgb(116, 111, 115)"
ecx [ebp+Rect.top],"rgb(116, 110, 116)"
dh [esi],"rgb(115, 137, 90)"
cx 9,"rgb(115, 136, 91)"
mov [ecx-4],"rgb(115, 135, 92)"
[ebp-2Ch] edx,"rgb(115, 134, 93)"
mov [ebp+var_26C],"rgb(115, 133, 94)"
ecx [eax+48h],"rgb(115, 132, 95)"
ecx [ecx+44h],"rgb(115, 131, 96)"
ptr [edi+68h],"rgb(115, 130, 97)"
[ebp-4Ch] 0,"rgb(115, 129, 98)"
ecx [esp+50h+var_30],"rgb(115, 128, 99)"
'SHELL32.dll' 0,"rgb(115, 127, 100)"
dw 0C483h,"rgb(115, 126, 101)"
ecx 3FFh,"rgb(115, 125, 102)"
dw 20h,"rgb(115, 124, 103)"
eax 1000000h,"rgb(115, 123, 104)"
mm1 mm0,"rgb(115, 122, 105)"
esi [edx+10h],"rgb(115, 121, 106)"
mov [esp+13Ch+var_130],"rgb(115, 120, 107)"
[ebp+arg_8] 0FFFFFFFFh,"rgb(115, 119, 108)"
[ebp+arg_4] 10h,"rgb(115, 118, 109)"
[eax+14h] 2,"rgb(115, 117, 110)"
ecx [edx+eax],"rgb(115, 116, 111)"
ecx [edi+80h],"rgb(115, 115, 112)"
[ebp+1F8h+var_218] esi,"rgb(115, 114, 113)"
4 dup(0),"rgb(115, 113, 114)"
mov [ebp-1D4h],"rgb(115, 112, 115)"
mm0 mm1,"rgb(115, 111, 116)"
[edi+4] ebp,"rgb(115, 110, 117)"
al 44h,"rgb(114, 138, 90)"
[ecx+24h] 10h,"rgb(114, 137, 91)"
[ebp+var_1A] ax,"rgb(114, 136, 92)"
ch [ebx],"rgb(114, 135, 93)"
[ecx+4Ch] eax,"rgb(114, 134, 94)"
db 'SHELL32.dll',"rgb(114, 133, 95)"
[ebp+0Ch] 3,"rgb(114, 132, 96)"
mov [ebp-210h],"rgb(114, 131, 97)"
[edi+1Ch] 0,"rgb(114, 130, 98)"
[ebp+var_15] 0,"rgb(114, 129, 99)"
call ?Attach@CGdiObject@@QAEHPAX@Z,"rgb(114, 128, 100)"
push [ebp+lpClassName],"rgb(114, 127, 101)"
ebx 80000h,"rgb(114, 126, 102)"
[ecx] 8,"rgb(114, 125, 103)"
[esp+1Ch+var_8] ebx,"rgb(114, 124, 104)"
ebx [ebp+var_44],"rgb(114, 123, 105)"
push [ebp+Point.x],"rgb(114, 122, 106)"
eax [ebp+Point.x],"rgb(114, 121, 107)"
ebp ds:HeapFree,"rgb(114, 120, 108)"
call _XcptFilter,"rgb(114, 119, 109)"
[ebx+4Ch] eax,"rgb(114, 118, 110)"
esi [ebx+24h],"rgb(114, 117, 111)"
[eax+1Ah] cx,"rgb(114, 116, 112)"
[esp+1Ch+var_14] eax,"rgb(114, 115, 113)"
[eax+4] dl,"rgb(114, 114, 114)"
[eax+esi+4] 0,"rgb(114, 113, 115)"
call sub_403AF1,"rgb(114, 112, 116)"
ecx [esp+30h],"rgb(114, 111, 117)"
[ebp+1F8h+var_210] 80h,"rgb(114, 110, 118)"
push 4Fh,"rgb(113, 139, 90)"
ptr [ebx+78h],"rgb(113, 138, 91)"
mov [esp+9Ch+var_98],"rgb(113, 137, 92)"
esi si,"rgb(113, 136, 93)"
esi [esi+20h],"rgb(113, 135, 94)"
esi 0FFFh,"rgb(113, 134, 95)"
[ebp+var_234] eax,"rgb(113, 133, 96)"
[edi] ah,"rgb(113, 132, 97)"
mov [ebp+var_204],"rgb(113, 131, 98)"
and [ebp+var_74],"rgb(113, 130, 99)"
[esi+20h] edx,"rgb(113, 129, 100)"
[ecx+48h] eax,"rgb(113, 128, 101)"
[ebp+var_4] 19h,"rgb(113, 127, 102)"
[edi+eax] dl,"rgb(113, 126, 103)"
mov [esp+0BCh+var_74],"rgb(113, 125, 104)"
push 7F02h,"rgb(113, 124, 105)"
ptr [edx-0Ch],"rgb(113, 123, 106)"
si [edx],"rgb(113, 122, 107)"
[ebp+var_144] eax,"rgb(113, 121, 108)"
ecx 20000h,"rgb(113, 120, 109)"
jmp ds:Sleep,"rgb(113, 119, 110)"
edx [edx+edx*2],"rgb(113, 118, 111)"
[ebp+var_108] 0,"rgb(113, 117, 112)"
call ds:CreateProcessA,"rgb(113, 116, 113)"
ecx [eax+800h],"rgb(113, 115, 114)"
ptr [edx+58h],"rgb(113, 114, 115)"
ax 3,"rgb(113, 113, 116)"
[esp+14h+arg_0] edx,"rgb(113, 112, 117)"
cmp [esi+1],"rgb(113, 111, 118)"
ecx [esp+30h+arg_0],"rgb(113, 110, 119)"
edx [esp+24h],"rgb(112, 140, 90)"
mov [ebp+1F8h+var_211],"rgb(112, 139, 91)"
eax [esp+34h+var_14],"rgb(112, 138, 92)"
0FFFFFFh 0,"rgb(112, 137, 93)"
al [ebp-0Dh],"rgb(112, 136, 94)"
ecx [ecx+3Ch],"rgb(112, 135, 95)"
mov [ebp+var_454],"rgb(112, 134, 96)"
ecx [ebp-0C0h],"rgb(112, 133, 97)"
mov [edi+38h],"rgb(112, 132, 98)"
[esp+8] offset,"rgb(112, 131, 99)"
edx 3Ch,"rgb(112, 130, 100)"
edx 38h,"rgb(112, 129, 101)"
eax [ebp+1F8h+var_220],"rgb(112, 128, 102)"
[eax+20h] ebx,"rgb(112, 127, 103)"
ptr [ebp+38h],"rgb(112, 126, 104)"
[esi] 9,"rgb(112, 125, 105)"
mov [ebp-128h],"rgb(112, 124, 106)"
mov [ebp+var_440],"rgb(112, 123, 107)"
[ebp+var_B8] 0,"rgb(112, 122, 108)"
call sub_100016F0,"rgb(112, 121, 109)"
[ebp+var_74] ebx,"rgb(112, 120, 110)"
ecx [esp+44h+var_20],"rgb(112, 119, 111)"
[ebp+lpFileName] eax,"rgb(112, 118, 112)"
eax [edi+54h],"rgb(112, 117, 113)"
mov [esp+40h+var_C],"rgb(112, 116, 114)"
edx [esp+2Ch+var_14],"rgb(112, 115, 115)"
[ecx+28h] 0,"rgb(112, 114, 116)"
push 186h,"rgb(112, 113, 117)"
mov [ebp-1D0h],"rgb(112, 112, 118)"
esi [ebp+lpWideCharStr],"rgb(112, 111, 119)"
eax [edx+4Ch],"rgb(112, 110, 120)"
ax [eax+esi*2],"rgb(111, 140, 91)"
esi [edx+eax],"rgb(111, 139, 92)"
ptr [ebp-218h],"rgb(111, 138, 93)"
mov [ebp+var_2B4],"rgb(111, 137, 94)"
edx [ebp+Filename],"rgb(111, 136, 95)"
ecx [esi+eax],"rgb(111, 135, 96)"
[esi] ah,"rgb(111, 134, 97)"
eax [eax+edx*2],"rgb(111, 133, 98)"
[esi+2Ch] ecx,"rgb(111, 132, 99)"
dd 100h,"rgb(111, 131, 100)"
edi 80020009h,"rgb(111, 130, 101)"
mov [esp+58h+var_50],"rgb(111, 129, 102)"
mov [esp+44h+var_34],"rgb(111, 128, 103)"
[esi+18h] 7,"rgb(111, 127, 104)"
ecx [ebp+var_9],"rgb(111, 126, 105)"
ebx [eax+1Ch],"rgb(111, 125, 106)"
edi 38h,"rgb(111, 124, 107)"
[ebx+3] 5,"rgb(111, 123, 108)"
esi [esp+14h],"rgb(111, 122, 109)"
call ds:MapViewOfFile,"rgb(111, 121, 110)"
push 206h,"rgb(111, 120, 111)"
[ebp+14h] edi,"rgb(111, 119, 112)"
call ds:FindNextFileA,"rgb(111, 118, 113)"
dx 7FFFh,"rgb(111, 117, 114)"
edx [esp+24h+var_10],"rgb(111, 116, 115)"
[ecx+eax*4+4] 1,"rgb(111, 115, 116)"
esi [ebx+eax*4],"rgb(111, 114, 117)"
[esi-4] eax,"rgb(111, 113, 118)"
ptr [eax+12h],"rgb(111, 112, 119)"
[ebx+3] 6,"rgb(111, 111, 120)"
push [esp+18h+lpMem],"rgb(110, 140, 92)"
eax [ecx+0C8h],"rgb(110, 139, 93)"
mov [esp+0Ch+var_s0],"rgb(110, 138, 94)"
[eax+44h] 0,"rgb(110, 137, 95)"
eax [ebp+ebp*2+0],"rgb(110, 136, 96)"
eax [edx+esi],"rgb(110, 135, 97)"
ptr [edx+7Ch],"rgb(110, 134, 98)"
cmp [ebp+var_20C],"rgb(110, 133, 99)"
ebx [eax+14h],"rgb(110, 132, 100)"
[esp+3Ch+var_3C] ecx,"rgb(110, 131, 101)"
ecx [eax+74h],"rgb(110, 130, 102)"
eax [ebp+pDst],"rgb(110, 129, 103)"
edx [esp+30h+var_20],"rgb(110, 128, 104)"
mov [ebp+lpData],"rgb(110, 127, 105)"
mov [ebp+var_434],"rgb(110, 126, 106)"
ecx [edi+34h],"rgb(110, 125, 107)"
cmp [ebp+arg_2C],"rgb(110, 124, 108)"
eax 8Ch,"rgb(110, 123, 109)"
mov [ebp-120h],"rgb(110, 122, 110)"
call [ebp+arg_14],"rgb(110, 121, 111)"
edx [eax+edx*4],"rgb(110, 120, 112)"
esp 254h,"rgb(110, 119, 113)"
add [ebp+var_40],"rgb(110, 118, 114)"
[esi+50h] ecx,"rgb(110, 117, 115)"
[esp+14h] 0,"rgb(110, 116, 116)"
push [ebp+var_64],"rgb(110, 115, 117)"
[eax] 18h,"rgb(110, 114, 118)"
ecx [ebp+var_D8],"rgb(110, 113, 119)"
[esi+6Ch] 1,"rgb(110, 112, 120)"
[edi+18h] 10h,"rgb(109, 140, 93)"
mov [ebp+var_818],"rgb(109, 139, 94)"
call ds:RegEnumKeyExA,"rgb(109, 138, 95)"
mov [esp+5Ch+var_3C],"rgb(109, 137, 96)"
[ebp+var_21C] ecx,"rgb(109, 136, 97)"
ecx 0CAh,"rgb(109, 135, 98)"
[eax+0Ch] 0FFFF7FFFh,"rgb(109, 134, 99)"
eax [esi+10Ch],"rgb(109, 133, 100)"
cmp [esi+3Ch],"rgb(109, 132, 101)"
[esp+44h+var_4] 1,"rgb(109, 131, 102)"
eax [esp+50h+var_38],"rgb(109, 130, 103)"
[esi+6Ch] edi,"rgb(109, 129, 104)"
edi [esi+80h],"rgb(109, 128, 105)"
mov [ebp+var_1BC],"rgb(109, 127, 106)"
[ebp+hFindFile] eax,"rgb(109, 126, 107)"
short loc_10003544,"rgb(109, 125, 108)"
call ??H@YG?AVCString@@ABV0@0@Z,"rgb(109, 124, 109)"
mov [ebp+var_2B8],"rgb(109, 123, 110)"
eax 0FFFFFFFAh,"rgb(109, 122, 111)"
[ebp-38h] ecx,"rgb(109, 121, 112)"
call ds:?_Tidy@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AAEX_N@Z,"rgb(109, 120, 113)"
call sub_4029F6,"rgb(109, 119, 114)"
edi [ebp-8Ch],"rgb(109, 118, 115)"
[ebp+var_140] eax,"rgb(109, 117, 116)"
dd 0Fh,"rgb(109, 116, 117)"
ptr [ebx+80h],"rgb(109, 115, 118)"
[ecx+eax] bl,"rgb(109, 114, 119)"
edi [esp+14h+arg_8],"rgb(109, 113, 120)"
ecx [ebp-220h],"rgb(108, 140, 94)"
esi [ecx+ecx*2],"rgb(108, 139, 95)"
eax [esi+110h],"rgb(108, 138, 96)"
[ebp+var_114] edx,"rgb(108, 137, 97)"
mov [eax-0Ch],"rgb(108, 136, 98)"
ptr [ebp-12h],"rgb(108, 135, 99)"
esi 0Dh,"rgb(108, 134, 100)"
eax [ebx+eax*2],"rgb(108, 133, 101)"
eax [ebp+var_2A],"rgb(108, 132, 102)"
edx [ebp+var_10C],"rgb(108, 131, 103)"
mov [edx+38h],"rgb(108, 130, 104)"
eax [ebx+0F8h],"rgb(108, 129, 105)"
ptr [esi+0F0h],"rgb(108, 128, 106)"
push [ebp+lpWindowName],"rgb(108, 127, 107)"
[ebp+arg_0] 123h,"rgb(108, 126, 108)"
[ebp+var_118] edx,"rgb(108, 125, 109)"
ptr [ebp+var_6C],"rgb(108, 124, 110)"
ecx [ecx+ecx*8],"rgb(108, 123, 111)"
eax [ebx+ebx*4],"rgb(108, 122, 112)"
dw 1C8h,"rgb(108, 121, 113)"
ecx [ebp+var_C8],"rgb(108, 120, 114)"
ecx [esp+4Ch+var_3C],"rgb(108, 119, 115)"
ecx [ebp+arg_2C],"rgb(108, 118, 116)"
ptr [edi+80h],"rgb(108, 117, 117)"
mov [esp+70h+var_70],"rgb(108, 116, 118)"
ecx [esp+48h+var_38],"rgb(108, 115, 119)"
ptr [ebx+90h],"rgb(108, 114, 120)"
st(5) st,"rgb(107, 140, 95)"
[ebp+arg_A] 4,"rgb(107, 139, 96)"
push 0CCh,"rgb(107, 138, 97)"
edi [ebx+2Ch],"rgb(107, 137, 98)"
[eax+108h] cx,"rgb(107, 136, 99)"
ax 0FFh,"rgb(107, 135, 100)"
esi [ecx-1],"rgb(107, 134, 101)"
call sub_402230,"rgb(107, 133, 102)"
ebx [eax+ecx],"rgb(107, 132, 103)"
ah 20h,"rgb(107, 131, 104)"
[ebp+var_10] 8000h,"rgb(107, 130, 105)"
dd 140003h,"rgb(107, 129, 106)"
[ecx+20h] 0,"rgb(107, 128, 107)"
al 0FBh,"rgb(107, 127, 108)"
ecx [ebp-11Ch],"rgb(107, 126, 109)"
mov [ebp+var_2AC],"rgb(107, 125, 110)"
[ebp+arg_A] 20h,"rgb(107, 124, 111)"
cmp [ebx+18h],"rgb(107, 123, 112)"
CodePage esi,"rgb(107, 122, 113)"
ecx [esp+4Ch+var_20],"rgb(107, 121, 114)"
[ebx+5Ch] eax,"rgb(107, 120, 115)"
push 4Bh,"rgb(107, 119, 116)"
eax [ecx+eax+8],"rgb(107, 118, 117)"
esi ds:LoadLibraryA,"rgb(107, 117, 118)"
eax 7Bh,"rgb(107, 116, 119)"
short loc_40468F,"rgb(107, 115, 120)"
[ebp+var_8] 0Ch,"rgb(106, 140, 96)"
shrd edi,"rgb(106, 139, 97)"
[ebp+var_F0] eax,"rgb(106, 138, 98)"
[esp+14h+var_10] eax,"rgb(106, 137, 99)"
[esp+1Ch+var_C] eax,"rgb(106, 136, 100)"
eax [ebp+var_15C],"rgb(106, 135, 101)"
edx [eax+38h],"rgb(106, 134, 102)"
mm0 mm7,"rgb(106, 133, 103)"
push 403h,"rgb(106, 132, 104)"
[esp+4Ch+var_4] 0FFFFFFFFh,"rgb(106, 131, 105)"
esi [eax+20h],"rgb(106, 130, 106)"
[esp+4+var_4] 0,"rgb(106, 129, 107)"
eax [ebp+var_424],"rgb(106, 128, 108)"
faddp st(3),"rgb(106, 127, 109)"
mov [ebp+hDlg],"rgb(106, 126, 110)"
[ebp+arg_0] 10h,"rgb(106, 125, 111)"
push 100Ch,"rgb(106, 124, 112)"
call ds:BitBlt,"rgb(106, 123, 113)"
short loc_10002728,"rgb(106, 122, 114)"
mov [ebp+var_318],"rgb(106, 121, 115)"
call ??1CDialog@@UAE@XZ,"rgb(106, 120, 116)"
eax [ebp+hdc],"rgb(106, 119, 117)"
ebx [esi+44h],"rgb(106, 118, 118)"
short loc_100070A8,"rgb(106, 117, 119)"
al 48h,"rgb(106, 116, 120)"
call sub_402840,"rgb(105, 140, 97)"
ecx [ecx+30h],"rgb(105, 139, 98)"
mov [esp+78h+var_68],"rgb(105, 138, 99)"
call sub_1000145F,"rgb(105, 137, 100)"
esp 0B4h,"rgb(105, 136, 101)"
ecx 40000000h,"rgb(105, 135, 102)"
[eax+80h] 0,"rgb(105, 134, 103)"
eax 4Ch,"rgb(105, 133, 104)"
[ebp+14h] ecx,"rgb(105, 132, 105)"
[ebp+var_24] 2,"rgb(105, 131, 106)"
ecx [edx-34h],"rgb(105, 130, 107)"
edi di,"rgb(105, 129, 108)"
eax [ebp+FileTime],"rgb(105, 128, 109)"
bl 0Fh,"rgb(105, 127, 110)"
cmp [esi+4Ch],"rgb(105, 126, 111)"
call ds:IsProcessorFeaturePresent,"rgb(105, 125, 112)"
Locale esi,"rgb(105, 124, 113)"
mov [esp+44h+var_20],"rgb(105, 123, 114)"
edx 4000h,"rgb(105, 122, 115)"
edx [esp+3Ch+var_14],"rgb(105, 121, 116)"
edi [esi+3Ch],"rgb(105, 120, 117)"
or dx,"rgb(105, 119, 118)"
[esp+0Ch] ecx,"rgb(105, 118, 119)"
esi [ebx+20h],"rgb(105, 117, 120)"
cmp [ebp+0],"rgb(104, 140, 98)"
[esi+20h] 1,"rgb(104, 139, 99)"
al [eax+8],"rgb(104, 138, 100)"
eax [ebp-0A4h],"rgb(104, 137, 101)"
[eax+1] 22h,"rgb(104, 136, 102)"
[esi+98h] edi,"rgb(104, 135, 103)"
[ebx+2] 2Dh,"rgb(104, 134, 104)"
al 4Eh,"rgb(104, 133, 105)"
mov [edi-2],"rgb(104, 132, 106)"
esp 138h,"rgb(104, 131, 107)"
ptr [ebp+dwMapFlags],"rgb(104, 130, 108)"
[ebp+var_1A] cx,"rgb(104, 129, 109)"
ecx 84h,"rgb(104, 128, 110)"
eax 105h,"rgb(104, 127, 111)"
ptr [eax+0Fh],"rgb(104, 126, 112)"
[ebp+var_2C] 0FFFFFFFFh,"rgb(104, 125, 113)"
[ebp+var_30] 0FFFFFFFFh,"rgb(104, 124, 114)"
ecx 8Ch,"rgb(104, 123, 115)"
mov [esp+18h+arg_8],"rgb(104, 122, 116)"
esi [esp+4+lpAddend],"rgb(104, 121, 117)"
call ds:closesocket,"rgb(104, 120, 118)"
dw 22Ah,"rgb(104, 119, 119)"
bl 0Ch,"rgb(104, 118, 120)"
ecx [ebp+var_224],"rgb(103, 140, 99)"
ax [ebp+arg_8],"rgb(103, 139, 100)"
cl [eax+4],"rgb(103, 138, 101)"
esp 0DCh,"rgb(103, 137, 102)"
dw 24Eh,"rgb(103, 136, 103)"
[ebp-1D0h] eax,"rgb(103, 135, 104)"
esp 140h,"rgb(103, 134, 105)"
eax [ebp+var_19],"rgb(103, 133, 106)"
[esp+18h] edx,"rgb(103, 132, 107)"
[eax+1] bl,"rgb(103, 131, 108)"
eax [ebp+78h+VersionInformation],"rgb(103, 130, 109)"
[ebp+1Ch] eax,"rgb(103, 129, 110)"
[edi+20h] 0,"rgb(103, 128, 111)"
[ebp-64h] edi,"rgb(103, 127, 112)"
ptr [ebp-19h],"rgb(103, 126, 113)"
mov [esp+14h+var_C],"rgb(103, 125, 114)"
ptr [edi+0F8h],"rgb(103, 124, 115)"
edi [ebp+var_60],"rgb(103, 123, 116)"
ecx 1Dh,"rgb(103, 122, 117)"
mov [esi+edx],"rgb(103, 121, 118)"
al 0F7h,"rgb(103, 120, 119)"
dl 2Ah,"rgb(103, 119, 120)"
esi 105h,"rgb(102, 140, 100)"
eax [esp+34h+var_10],"rgb(102, 139, 101)"
edx [esi+0BCh],"rgb(102, 138, 102)"
mov [ebp+var_28C],"rgb(102, 137, 103)"
[ebp+var_4] 2Ah,"rgb(102, 136, 104)"
dd 200003h,"rgb(102, 135, 105)"
[eax+40h] 0,"rgb(102, 134, 106)"
push 10Dh,"rgb(102, 133, 107)"
ebx 4000h,"rgb(102, 132, 108)"
test [esi],"rgb(102, 131, 109)"
call ds:PostMessageW,"rgb(102, 130, 110)"
ecx [esi+0CCh],"rgb(102, 129, 111)"
[ebp+var_4] 30h,"rgb(102, 128, 112)"
ecx [edi+30h],"rgb(102, 127, 113)"
[ebp+var_2C] 4,"rgb(102, 126, 114)"
esi [esp+4+lpString],"rgb(102, 125, 115)"
esi [ecx+2Ch],"rgb(102, 124, 116)"
mov [eax+78h],"rgb(102, 123, 117)"
[eax+0Ah] cx,"rgb(102, 122, 118)"
ecx [ebp+lpString1],"rgb(102, 121, 119)"
ptr [edi+ecx],"rgb(102, 120, 120)"
sub [ebp+var_3C],"rgb(101, 140, 101)"
[ebx+5] 0,"rgb(101, 139, 102)"
dd 0C0004h,"rgb(101, 138, 103)"
ecx [esp+14h+arg_C],"rgb(101, 137, 104)"
ecx [esi+0B0h],"rgb(101, 136, 105)"
edx [ebx+4Ch],"rgb(101, 135, 106)"
ptr [ebp+3F4h+var_408],"rgb(101, 134, 107)"
